5668	Congo	Democratic_Republic_of_the_Congo	http://en.wikipedia.org/wiki/Democratic_Republic_of_the_Congo	APW_ENG_20101001.0002
5776	United Nations	United_Nations	http://en.wikipedia.org/wiki/United_Nations	APW_ENG_20101001.0002
5875	Congo	Democratic_Republic_of_the_Congo	http://en.wikipedia.org/wiki/Democratic_Republic_of_the_Congo	APW_ENG_20101001.0002
5939	Rwanda	Rwanda	http://en.wikipedia.org/wiki/Rwanda	APW_ENG_20101001.0002
6010	Rwanda	Rwanda	http://en.wikipedia.org/wiki/Rwanda	APW_ENG_20101001.0002
6043	Uganda	Uganda	http://en.wikipedia.org/wiki/Uganda	APW_ENG_20101001.0002
6145	U.N.	United_Nations	http://en.wikipedia.org/wiki/United_Nations	APW_ENG_20101001.0002
6271	The Associated Press	Associated_Press	http://en.wikipedia.org/wiki/Associated_Press	APW_ENG_20101001.0002
6929	Rwandan	Rwanda	http://en.wikipedia.org/wiki/Rwanda	APW_ENG_20101001.0002
7177	Rwanda	Rwanda	http://en.wikipedia.org/wiki/Rwanda	APW_ENG_20101001.0002
7204	Rwandan	Rwanda	http://en.wikipedia.org/wiki/Rwanda	APW_ENG_20101001.0002
7222	Paul Kagame	Paul_Kagame	http://en.wikipedia.org/wiki/Paul_Kagame	APW_ENG_20101001.0002
7237	U.S.	United_States	http://en.wikipedia.org/wiki/United_States	APW_ENG_20101001.0002
7385	Tutsis	Tutsi	http://en.wikipedia.org/wiki/Tutsi	APW_ENG_20101001.0002
7443	U.N.	United_Nations	http://en.wikipedia.org/wiki/United_Nations	APW_ENG_20101001.0002
7470	Rwanda	Rwanda	http://en.wikipedia.org/wiki/Rwanda	APW_ENG_20101001.0002
7537	Rwandan	Rwanda	http://en.wikipedia.org/wiki/Rwanda	APW_ENG_20101001.0002
7605	Congo	Democratic_Republic_of_the_Congo	http://en.wikipedia.org/wiki/Democratic_Republic_of_the_Congo	APW_ENG_20101001.0002
7896	Ugandan	Uganda	http://en.wikipedia.org/wiki/Uganda	APW_ENG_20101001.0002
7957	Uganda	Uganda	http://en.wikipedia.org/wiki/Uganda	APW_ENG_20101001.0002
8035	Congo	Democratic_Republic_of_the_Congo	http://en.wikipedia.org/wiki/Democratic_Republic_of_the_Congo	APW_ENG_20101001.0002
8264	Ugandan	Uganda	http://en.wikipedia.org/wiki/Uganda	APW_ENG_20101001.0002
8297	Sam Kutesa	Sam_Kutesa	http://en.wikipedia.org/wiki/Sam_Kutesa	APW_ENG_20101001.0002
8334	U.N.	United_Nations	http://en.wikipedia.org/wiki/United_Nations	APW_ENG_20101001.0002
8504	Uganda	Uganda	http://en.wikipedia.org/wiki/Uganda	APW_ENG_20101001.0002
8749	United Nations	United_Nations	http://en.wikipedia.org/wiki/United_Nations	APW_ENG_20101001.0002
8774	Rwanda	Rwanda	http://en.wikipedia.org/wiki/Rwanda	APW_ENG_20101001.0002
8801	East Africa	East_Africa	http://en.wikipedia.org/wiki/East_Africa	APW_ENG_20101001.0002
8851	U.N.	United_Nations	http://en.wikipedia.org/wiki/United_Nations	APW_ENG_20101001.0002
8883	Chad	Chad	http://en.wikipedia.org/wiki/Chad	APW_ENG_20101001.0002
8889	Haiti	Haiti	http://en.wikipedia.org/wiki/Haiti	APW_ENG_20101001.0002
8896	Liberia	Liberia	http://en.wikipedia.org/wiki/Liberia	APW_ENG_20101001.0002
8915	Sudan	Sudan	http://en.wikipedia.org/wiki/Sudan	APW_ENG_20101001.0002
8929	Uganda	Uganda	http://en.wikipedia.org/wiki/Uganda	APW_ENG_20101001.0002
8993	Somalia	Somalia	http://en.wikipedia.org/wiki/Somalia	APW_ENG_20101001.0002
9031	U.N.	United_Nations	http://en.wikipedia.org/wiki/United_Nations	APW_ENG_20101001.0002
9118	Geneva	Geneva	http://en.wikipedia.org/wiki/Geneva	APW_ENG_20101001.0002
9145	U.N.	United_Nations	http://en.wikipedia.org/wiki/United_Nations	APW_ENG_20101001.0002
9185	Navi Pillay	Navanethem_Pillay	http://en.wikipedia.org/wiki/Navanethem_Pillay	APW_ENG_20101001.0002
9440	Congo	Democratic_Republic_of_the_Congo	http://en.wikipedia.org/wiki/Democratic_Republic_of_the_Congo	APW_ENG_20101001.0002
9577	Amnesty International	Amnesty_International	http://en.wikipedia.org/wiki/Amnesty_International	APW_ENG_20101001.0002
9706	Congo	Democratic_Republic_of_the_Congo	http://en.wikipedia.org/wiki/Democratic_Republic_of_the_Congo	APW_ENG_20101001.0002
10015	Associated Press	Associated_Press	http://en.wikipedia.org/wiki/Associated_Press	APW_ENG_20101001.0002
10060	Kampala	Kampala	http://en.wikipedia.org/wiki/Kampala	APW_ENG_20101001.0002
10069	Uganda	Uganda	http://en.wikipedia.org/wiki/Uganda	APW_ENG_20101001.0002
10098	Kigali	Kigali	http://en.wikipedia.org/wiki/Kigali	APW_ENG_20101001.0002
10106	Rwanda	Rwanda	http://en.wikipedia.org/wiki/Rwanda	APW_ENG_20101001.0002
10234	Interpol	Interpol	http://en.wikipedia.org/wiki/Interpol	APW_ENG_20101001.0003
10257	Somali	Somalia	http://en.wikipedia.org/wiki/Somalia	APW_ENG_20101001.0003
10350	Somalia	Somalia	http://en.wikipedia.org/wiki/Somalia	APW_ENG_20101001.0003
10368	African	Africa	http://en.wikipedia.org/wiki/Africa	APW_ENG_20101001.0003
10432	Afghanistan	Afghanistan	http://en.wikipedia.org/wiki/Afghanistan	APW_ENG_20101001.0003
10445	Interpol	Interpol	http://en.wikipedia.org/wiki/Interpol	APW_ENG_20101001.0003
10530	Associated Press	Associated_Press	http://en.wikipedia.org/wiki/Associated_Press	APW_ENG_20101001.0003
10560	Ronald K. Noble	Ronald_Noble	http://en.wikipedia.org/wiki/Ronald_Noble	APW_ENG_20101001.0003
10586	Somali	Somalia	http://en.wikipedia.org/wiki/Somalia	APW_ENG_20101001.0003
10628	Afghanistan	Afghanistan	http://en.wikipedia.org/wiki/Afghanistan	APW_ENG_20101001.0003
10644	Pakistan	Pakistan	http://en.wikipedia.org/wiki/Pakistan	APW_ENG_20101001.0003
10713	Somalia	Somalia	http://en.wikipedia.org/wiki/Somalia	APW_ENG_20101001.0003
10795	Islamic	Islam	http://en.wikipedia.org/wiki/Islam	APW_ENG_20101001.0003
10835	Al-Shabab	Al\u002dShabaab	http://en.wikipedia.org/wiki/Al-Shabaab	APW_ENG_20101001.0003
10918	Uganda	Uganda	http://en.wikipedia.org/wiki/Uganda	APW_ENG_20101001.0003
10968	World Cup	2010_FIFA_World_Cup_Final	http://en.wikipedia.org/wiki/2010_FIFA_World_Cup_Final	APW_ENG_20101001.0003
11014	Islamist	Islamism	http://en.wikipedia.org/wiki/Islamism	APW_ENG_20101001.0003
11037	Somalia	Somalia	http://en.wikipedia.org/wiki/Somalia	APW_ENG_20101001.0003
11085	Afghanistan	Afghanistan	http://en.wikipedia.org/wiki/Afghanistan	APW_ENG_20101001.0003
11135	Somalia	Somalia	http://en.wikipedia.org/wiki/Somalia	APW_ENG_20101001.0003
11162	Africa	Africa	http://en.wikipedia.org/wiki/Africa	APW_ENG_20101001.0003
11209	New Jersey	New_Jersey	http://en.wikipedia.org/wiki/New_Jersey	APW_ENG_20101001.0003
11267	Brussels	Brussels	http://en.wikipedia.org/wiki/Brussels	APW_ENG_20101001.0003
11364	Europe	Europe	http://en.wikipedia.org/wiki/Europe	APW_ENG_20101001.0003
11383	Pakistani	Pakistan	http://en.wikipedia.org/wiki/Pakistan	APW_ENG_20101001.0003
11423	Germans	Germans	http://en.wikipedia.org/wiki/Germans	APW_ENG_20101001.0003
